# FINAL HIGH-STAT coherent eps_det table
# Broad coherent MC used for bins without dedicated MC
# 223-234: 224coh (monoenergetic at 224.186 MeV; documented proxy)
# 283-294: 294coh
# 319-330: 320coh
# 356-366: 366coh
# input: /media/daniele/LaCie/Output/Acqu_geant_He4pi0.root
# definition: eps_det(E_lab,theta_cm) = Nreco / Ngen_bin
# denominator: Ngen_bin = Ntagged_in_Ebin * DeltaOmega_cm/(4*pi), valid if MC was generated isotropically in CM
# reco selection: two neutral clusters E>20, veto<1, best pair 110 < mgg < 155 MeV
# applyMMCut = 1, MM cut = [-10,40] MeV
# E_low E_high E_center thetaCm_low thetaCm_high thetaCm_center DeltaOmega_sr Ngen_E Ngen_bin Nreco eps_det deps_det
247 258 252.5 25 30 27.5 0.253102 9451 190.354 87 0.457042 0.036106
247 258 252.5 30 35 32.5 0.294514 9451 221.5 110 0.496614 0.0335949
247 258 252.5 35 40 37.5 0.333685 9451 250.96 136 0.541919 0.0314511
247 258 252.5 40 45 42.5 0.370316 9451 278.51 163 0.585257 0.0295218
247 258 252.5 45 50 47.5 0.404129 9451 303.94 210 0.690925 0.0265065
247 258 252.5 50 55 52.5 0.434867 9451 327.057 240 0.733816 0.0244384
247 258 252.5 55 60 57.5 0.462294 9451 347.685 263 0.756431 0.0230199
247 258 252.5 60 65 62.5 0.486204 9451 365.667 260 0.711029 0.0237043
247 258 252.5 65 70 67.5 0.506413 9451 380.866 275 0.722038 0.0229555
247 258 252.5 70 75 72.5 0.522768 9451 393.167 305 0.775752 0.0210347
247 258 252.5 75 80 77.5 0.535144 9451 402.475 323 0.802534 0.019843
247 258 252.5 80 85 82.5 0.543448 9451 408.72 303 0.741339 0.0216601
247 258 252.5 85 90 87.5 0.547616 9451 411.854 310 0.752693 0.0212596
247 258 252.5 90 95 92.5 0.547616 9451 411.854 333 0.808538 0.0193874
247 258 252.5 95 100 97.5 0.543448 9451 408.72 294 0.719319 0.0222256
247 258 252.5 100 105 102.5 0.535144 9451 402.475 262 0.650972 0.0237597
247 258 252.5 105 110 107.5 0.522768 9451 393.167 274 0.696905 0.0231786
247 258 252.5 110 115 112.5 0.506413 9451 380.866 246 0.645896 0.0245053
247 258 252.5 115 120 117.5 0.486204 9451 365.667 234 0.639926 0.0251025
247 258 252.5 120 125 122.5 0.462294 9451 347.685 268 0.770812 0.0225412
247 258 252.5 125 130 127.5 0.434867 9451 327.057 239 0.730759 0.0245271
247 258 252.5 130 135 132.5 0.404129 9451 303.94 216 0.710666 0.0260099
247 258 252.5 135 140 137.5 0.370316 9451 278.51 171 0.613982 0.0291717
247 258 252.5 140 145 142.5 0.333685 9451 250.96 172 0.685368 0.0293131
247 258 252.5 145 150 147.5 0.294514 9451 221.5 155 0.699774 0.0307975
259 270 264.5 5 10 7.5 0.0715463 13014 74.0949 19 0.256428 0.0507283
259 270 264.5 10 15 12.5 0.118639 13014 122.865 32 0.260449 0.0395942
259 270 264.5 15 20 17.5 0.164828 13014 170.699 55 0.322204 0.0357683
259 270 264.5 20 25 22.5 0.209763 13014 217.235 98 0.451124 0.0337614
259 270 264.5 25 30 27.5 0.253102 13014 262.117 110 0.419659 0.0304819
259 270 264.5 30 35 32.5 0.294514 13014 305.005 147 0.481959 0.028611
259 270 264.5 35 40 37.5 0.333685 13014 345.571 196 0.567177 0.026653
259 270 264.5 40 45 42.5 0.370316 13014 383.507 236 0.615373 0.0248429
259 270 264.5 45 50 47.5 0.404129 13014 418.525 273 0.652291 0.0232792
259 270 264.5 50 55 52.5 0.434867 13014 450.357 305 0.67724 0.0220309
259 270 264.5 55 60 57.5 0.462294 13014 478.762 348 0.726875 0.0203634
259 270 264.5 60 65 62.5 0.486204 13014 503.523 393 0.780501 0.0184456
259 270 264.5 65 70 67.5 0.506413 13014 524.452 425 0.81037 0.0171176
259 270 264.5 70 75 72.5 0.522768 13014 541.39 380 0.701898 0.0196591
259 270 264.5 75 80 77.5 0.535144 13014 554.207 377 0.680251 0.0198108
259 270 264.5 80 85 82.5 0.543448 13014 562.806 412 0.732046 0.018669
259 270 264.5 85 90 87.5 0.547616 13014 567.122 420 0.740581 0.0184056
259 270 264.5 90 95 92.5 0.547616 13014 567.122 393 0.692972 0.0193691
259 270 264.5 95 100 97.5 0.543448 13014 562.806 421 0.748037 0.0183
259 270 264.5 100 105 102.5 0.535144 13014 554.207 404 0.72897 0.0188811
259 270 264.5 105 110 107.5 0.522768 13014 541.39 400 0.73884 0.0188788
259 270 264.5 110 115 112.5 0.506413 13014 524.452 387 0.737913 0.0192031
259 270 264.5 115 120 117.5 0.486204 13014 503.523 349 0.693116 0.0205532
259 270 264.5 120 125 122.5 0.462294 13014 478.762 351 0.733141 0.0202151
259 270 264.5 125 130 127.5 0.434867 13014 450.357 307 0.681681 0.0219504
259 270 264.5 130 135 132.5 0.404129 13014 418.525 276 0.659459 0.0231642
259 270 264.5 135 140 137.5 0.370316 13014 383.507 270 0.704028 0.0233095
259 270 264.5 140 145 142.5 0.333685 13014 345.571 219 0.633733 0.0259169
259 270 264.5 145 150 147.5 0.294514 13014 305.005 171 0.560647 0.0284183
271 282 276.5 5 10 7.5 0.0715463 12542 71.4075 15 0.210062 0.0482057
271 282 276.5 10 15 12.5 0.118639 12542 118.409 33 0.278696 0.0412034
271 282 276.5 15 20 17.5 0.164828 12542 164.508 45 0.273542 0.0347555
271 282 276.5 20 25 22.5 0.209763 12542 209.356 69 0.329582 0.0324871
271 282 276.5 25 30 27.5 0.253102 12542 252.611 106 0.419618 0.0310497
271 282 276.5 30 35 32.5 0.294514 12542 293.943 139 0.472881 0.0291205
271 282 276.5 35 40 37.5 0.333685 12542 333.038 197 0.591525 0.0269354
271 282 276.5 40 45 42.5 0.370316 12542 369.598 211 0.57089 0.0257452
271 282 276.5 45 50 47.5 0.404129 12542 403.346 256 0.634692 0.0239758
271 282 276.5 50 55 52.5 0.434867 12542 434.023 297 0.684295 0.0223103
271 282 276.5 55 60 57.5 0.462294 12542 461.398 319 0.691377 0.0215047
271 282 276.5 60 65 62.5 0.486204 12542 485.261 333 0.686229 0.0210646
271 282 276.5 65 70 67.5 0.506413 12542 505.431 366 0.724135 0.0198805
271 282 276.5 70 75 72.5 0.522768 12542 521.754 368 0.705313 0.019959
271 282 276.5 75 80 77.5 0.535144 12542 534.107 400 0.748914 0.0187635
271 282 276.5 80 85 82.5 0.543448 12542 542.394 403 0.743002 0.018763
271 282 276.5 85 90 87.5 0.547616 12542 546.554 456 0.834319 0.0159033
271 282 276.5 90 95 92.5 0.547616 12542 546.554 402 0.735518 0.0188659
271 282 276.5 95 100 97.5 0.543448 12542 542.394 415 0.765126 0.0182023
271 282 276.5 100 105 102.5 0.535144 12542 534.107 380 0.711469 0.0196047
271 282 276.5 105 110 107.5 0.522768 12542 521.754 395 0.757062 0.018775
271 282 276.5 110 115 112.5 0.506413 12542 505.431 398 0.787447 0.0181976
271 282 276.5 115 120 117.5 0.486204 12542 485.261 332 0.684168 0.0211019
271 282 276.5 120 125 122.5 0.462294 12542 461.398 358 0.775903 0.0194126
271 282 276.5 125 130 127.5 0.434867 12542 434.023 291 0.670471 0.0225621
271 282 276.5 130 135 132.5 0.404129 12542 403.346 243 0.602461 0.0243678
271 282 276.5 135 140 137.5 0.370316 12542 369.598 225 0.608769 0.025385
271 282 276.5 140 145 142.5 0.333685 12542 333.038 198 0.594527 0.0269042
271 282 276.5 145 150 147.5 0.294514 12542 293.943 167 0.568138 0.0288914
283 294 288.5 5 10 7.5 0.0715463 992863 5652.84 953 0.168588 0.00497953
283 294 288.5 10 15 12.5 0.118639 992863 9373.58 1980 0.211232 0.00421601
283 294 288.5 15 20 17.5 0.164828 992863 13023 3575 0.274515 0.00391058
283 294 288.5 20 25 22.5 0.209763 992863 16573.3 5727 0.345556 0.00369395
283 294 288.5 25 30 27.5 0.253102 992863 19997.4 8027 0.401401 0.00346633
283 294 288.5 30 35 32.5 0.294514 992863 23269.4 11105 0.477236 0.00327436
283 294 288.5 35 40 37.5 0.333685 992863 26364.3 14278 0.541566 0.00306871
283 294 288.5 40 45 42.5 0.370316 992863 29258.5 17728 0.605909 0.00285677
283 294 288.5 45 50 47.5 0.404129 992863 31930.1 20348 0.637268 0.00269063
283 294 288.5 50 55 52.5 0.434867 992863 34358.6 23096 0.672204 0.00253241
283 294 288.5 55 60 57.5 0.462294 992863 36525.7 25379 0.694827 0.00240942
283 294 288.5 60 65 62.5 0.486204 992863 38414.7 27114 0.705823 0.0023249
283 294 288.5 65 70 67.5 0.506413 992863 40011.4 28704 0.717395 0.00225101
283 294 288.5 70 75 72.5 0.522768 992863 41303.6 29625 0.717249 0.00221586
283 294 288.5 75 80 77.5 0.535144 992863 42281.5 31097 0.735475 0.00214507
283 294 288.5 80 85 82.5 0.543448 992863 42937.6 31524 0.734182 0.00213194
283 294 288.5 85 90 87.5 0.547616 992863 43266.9 31735 0.733471 0.00212562
283 294 288.5 90 95 92.5 0.547616 992863 43266.9 31469 0.727323 0.00214097
283 294 288.5 95 100 97.5 0.543448 992863 42937.6 31696 0.738188 0.00212158
283 294 288.5 100 105 102.5 0.535144 992863 42281.5 30839 0.729373 0.00216065
283 294 288.5 105 110 107.5 0.522768 992863 41303.6 30261 0.732647 0.00217769
283 294 288.5 110 115 112.5 0.506413 992863 40011.4 28998 0.724743 0.0022329
283 294 288.5 115 120 117.5 0.486204 992863 38414.7 27694 0.720921 0.00228854
283 294 288.5 120 125 122.5 0.462294 992863 36525.7 25769 0.705504 0.00238501
283 294 288.5 125 130 127.5 0.434867 992863 34358.6 24041 0.699708 0.00247293
283 294 288.5 130 135 132.5 0.404129 992863 31930.1 21525 0.67413 0.00262298
283 294 288.5 135 140 137.5 0.370316 992863 29258.5 18787 0.642104 0.00280256
283 294 288.5 140 145 142.5 0.333685 992863 26364.3 15823 0.600168 0.00301694
283 294 288.5 145 150 147.5 0.294514 992863 23269.4 12709 0.546168 0.00326376
295 308 301.5 5 10 7.5 0.0715463 15975 90.9532 11 0.120941 0.0341891
295 308 301.5 10 15 12.5 0.118639 15975 150.819 28 0.185653 0.0316612
295 308 301.5 15 20 17.5 0.164828 15975 209.538 55 0.262483 0.0303952
295 308 301.5 20 25 22.5 0.209763 15975 266.661 99 0.371257 0.0295865
295 308 301.5 25 30 27.5 0.253102 15975 321.756 119 0.369846 0.0269135
295 308 301.5 30 35 32.5 0.294514 15975 374.401 175 0.467413 0.0257856
295 308 301.5 35 40 37.5 0.333685 15975 424.197 201 0.473836 0.0242432
295 308 301.5 40 45 42.5 0.370316 15975 470.765 274 0.582032 0.0227323
295 308 301.5 45 50 47.5 0.404129 15975 513.749 328 0.638444 0.021197
295 308 301.5 50 55 52.5 0.434867 15975 552.824 368 0.665673 0.0200642
295 308 301.5 55 60 57.5 0.462294 15975 587.692 388 0.66021 0.0195376
295 308 301.5 60 65 62.5 0.486204 15975 618.087 422 0.682752 0.01872
295 308 301.5 65 70 67.5 0.506413 15975 643.777 470 0.730066 0.0174961
295 308 301.5 70 75 72.5 0.522768 15975 664.569 452 0.68014 0.0180929
295 308 301.5 75 80 77.5 0.535144 15975 680.302 476 0.699689 0.0175747
295 308 301.5 80 85 82.5 0.543448 15975 690.858 482 0.697683 0.0174729
295 308 301.5 85 90 87.5 0.547616 15975 696.156 516 0.741213 0.0165993
295 308 301.5 90 95 92.5 0.547616 15975 696.156 497 0.71392 0.0171283
295 308 301.5 95 100 97.5 0.543448 15975 690.858 486 0.703473 0.0173765
295 308 301.5 100 105 102.5 0.535144 15975 680.302 496 0.729088 0.0170394
295 308 301.5 105 110 107.5 0.522768 15975 664.569 500 0.752368 0.0167436
295 308 301.5 110 115 112.5 0.506413 15975 643.777 476 0.739386 0.0173008
295 308 301.5 115 120 117.5 0.486204 15975 618.087 428 0.69246 0.018562
295 308 301.5 120 125 122.5 0.462294 15975 587.692 407 0.69254 0.0190345
295 308 301.5 125 130 127.5 0.434867 15975 552.824 398 0.719939 0.0190977
295 308 301.5 130 135 132.5 0.404129 15975 513.749 376 0.731874 0.0195439
295 308 301.5 135 140 137.5 0.370316 15975 470.765 287 0.609647 0.0224836
295 308 301.5 140 145 142.5 0.333685 15975 424.197 260 0.612923 0.0236493
295 308 301.5 145 150 147.5 0.294514 15975 374.401 203 0.542199 0.0257483
309 318 313.5 5 10 7.5 0.0715463 12580 71.6239 8 0.111695 0.0372193
309 318 313.5 10 15 12.5 0.118639 12580 118.767 14 0.117878 0.0295891
309 318 313.5 15 20 17.5 0.164828 12580 165.007 46 0.278776 0.034907
309 318 313.5 20 25 22.5 0.209763 12580 209.991 57 0.271441 0.0306881
309 318 313.5 25 30 27.5 0.253102 12580 253.376 98 0.386777 0.0305954
309 318 313.5 30 35 32.5 0.294514 12580 294.833 142 0.481628 0.0290997
309 318 313.5 35 40 37.5 0.333685 12580 334.047 188 0.562795 0.0271403
309 318 313.5 40 45 42.5 0.370316 12580 370.718 228 0.615023 0.0252721
309 318 313.5 45 50 47.5 0.404129 12580 404.568 268 0.662436 0.0235101
309 318 313.5 50 55 52.5 0.434867 12580 435.338 278 0.638584 0.023025
309 318 313.5 55 60 57.5 0.462294 12580 462.796 350 0.756273 0.0199571
309 318 313.5 60 65 62.5 0.486204 12580 486.731 311 0.638956 0.0217706
309 318 313.5 65 70 67.5 0.506413 12580 506.962 326 0.643046 0.0212784
309 318 313.5 70 75 72.5 0.522768 12580 523.335 356 0.680253 0.0203868
309 318 313.5 75 80 77.5 0.535144 12580 535.725 342 0.638388 0.0207584
309 318 313.5 80 85 82.5 0.543448 12580 544.037 368 0.676424 0.0200578
309 318 313.5 85 90 87.5 0.547616 12580 548.21 371 0.676748 0.0199761
309 318 313.5 90 95 92.5 0.547616 12580 548.21 381 0.69499 0.0196641
309 318 313.5 95 100 97.5 0.543448 12580 544.037 387 0.711348 0.0194274
309 318 313.5 100 105 102.5 0.535144 12580 535.725 418 0.780251 0.01789
309 318 313.5 105 110 107.5 0.522768 12580 523.335 417 0.796813 0.0175888
309 318 313.5 110 115 112.5 0.506413 12580 506.962 365 0.719975 0.019942
309 318 313.5 115 120 117.5 0.486204 12580 486.731 305 0.626629 0.0219246
309 318 313.5 120 125 122.5 0.462294 12580 462.796 326 0.704414 0.021211
309 318 313.5 125 130 127.5 0.434867 12580 435.338 294 0.675337 0.0224421
309 318 313.5 130 135 132.5 0.404129 12580 404.568 242 0.59817 0.0243746
309 318 313.5 135 140 137.5 0.370316 12580 370.718 231 0.623115 0.025169
309 318 313.5 140 145 142.5 0.333685 12580 334.047 203 0.607699 0.0267147
309 318 313.5 145 150 147.5 0.294514 12580 294.833 142 0.481628 0.0290997
319 330 324.5 5 10 7.5 0.0715463 984993 5608.03 309 0.0550996 0.00304693
319 330 324.5 10 15 12.5 0.118639 984993 9299.28 1066 0.114632 0.00330363
319 330 324.5 15 20 17.5 0.164828 984993 12919.8 2337 0.180886 0.00338647
319 330 324.5 20 25 22.5 0.209763 984993 16441.9 4456 0.271015 0.00346641
319 330 324.5 25 30 27.5 0.253102 984993 19838.9 7033 0.354505 0.00339624
319 330 324.5 30 35 32.5 0.294514 984993 23085 10025 0.434265 0.00326227
319 330 324.5 35 40 37.5 0.333685 984993 26155.3 13418 0.513013 0.0030906
319 330 324.5 40 45 42.5 0.370316 984993 29026.6 16951 0.583982 0.00289306
319 330 324.5 45 50 47.5 0.404129 984993 31677 19387 0.612022 0.00273789
